race,strategy,tier,skill,source_file,status,memo
中山 芝 3600m,逃げ,super_recommended,右回り◎,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,右回り○,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,中山レース場◎,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,中山レース場○,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,根幹距離◎,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,根幹距離○,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,夏ウマ娘◎,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,夏ウマ娘○,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,円弧のマエストロ,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,コーナー回復○,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,好転一息,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,直線回復,20260704_032259_568.png,draft,
中山 芝 3600m,逃げ,super_recommended,先手必勝,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,先駆け,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,長距離直線◎,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,長距離直線○,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,長距離コーナー◎,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,長距離コーナー○,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,逃げ直線◎,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,逃げ直線○,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,逃げコーナー◎,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,逃げコーナー○,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,じゃじゃウマ娘,20260704_032314_349.png,draft,
中山 芝 3600m,逃げ,super_recommended,勢い任せ,20260704_032314_349.png,draft,
